;x;y
5858;[24, 38, 15, 26, 17, 30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11];15
5859;[38, 15, 26, 17, 30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15];15
5860;[15, 26, 17, 30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15];38
5861;[26, 17, 30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38];44
5862;[17, 30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44];6
5863;[30, 37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6];26
5864;[37, 29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26];3
5865;[29, 17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3];17
5866;[17, 11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17];24
5867;[11, 54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24];55
5868;[54, 39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55];11
5869;[39, 17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11];26
5870;[17, 11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26];1
5871;[11, 53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1];26
5872;[53, 17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26];21
5873;[17, 25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21];17
5874;[25, 11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17];48
5875;[11, 1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48];21
5876;[1, 26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21];26
5877;[26, 39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26];37
5878;[39, 11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37];30
5879;[11, 54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30];15
5880;[54, 15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15];17
5881;[15, 29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17];11
5882;[29, 26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11];53
5883;[26, 15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53];17
5884;[15, 15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17];38
5885;[15, 28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38];39
5886;[28, 17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39];17
5887;[17, 15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17];38
5888;[15, 54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38];15
5889;[54, 25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15];17
5890;[25, 55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17];37
5891;[55, 17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37];17
5892;[17, 41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17];53
5893;[41, 26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53];11
5894;[26, 29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11];11
5895;[29, 26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11];6
5896;[26, 15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6];47
5897;[15, 38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47];17
5898;[38, 15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17];29
5899;[15, 17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29];37
5900;[17, 38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37];27
5901;[38, 15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27];47
5902;[15, 17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47];17
5903;[17, 38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17];24
5904;[38, 30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24];11
5905;[30, 35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11];21
5906;[35, 11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21];15
5907;[11, 15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15];26
5908;[15, 15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26];17
5909;[15, 38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17];39
5910;[38, 44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39];55
5911;[44, 6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55];37
5912;[6, 26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37];29
5913;[26, 3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29];17
5914;[3, 17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17];37
5915;[17, 24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37];17
5916;[24, 55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17];53
5917;[55, 11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53];11
5918;[11, 26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11];11
5919;[26, 1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11];6
5920;[1, 26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6];3
5921;[26, 21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3];17
5922;[21, 17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17];39
5923;[17, 48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39];55
5924;[48, 21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55];38
5925;[21, 26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38];29
5926;[26, 37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29];41
5927;[37, 30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41];15
5928;[30, 15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15];17
5929;[15, 17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17];11
5930;[17, 11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11];53
5931;[11, 53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53];17
5932;[53, 17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17];39
5933;[17, 38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39];55
5934;[38, 39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55];26
5935;[39, 17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26];17
5936;[17, 38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17];55
5937;[38, 15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55];38
5938;[15, 17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38];41
5939;[17, 37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41];55
5940;[37, 17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55];26
5941;[17, 53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26];15
5942;[53, 11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15];39
5943;[11, 11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15, 39];17
5944;[11, 6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15, 39, 17];1
5945;[6, 47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15, 39, 17, 1];37
5946;[47, 17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15, 39, 17, 1, 37];6
5947;[17, 29, 37, 27, 47, 17, 24, 11, 21, 15, 26, 17, 39, 55, 37, 29, 17, 37, 17, 53, 11, 11, 6, 3, 17, 39, 55, 38, 29, 41, 15, 17, 11, 53, 17, 39, 55, 26, 17, 55, 38, 41, 55, 26, 15, 39, 17, 1, 37, 6];54
